    mass_H2O	        totU	     totAcid	     totBase	          pH	        U_aq	         U_s	        U_sc	        U_ex	        Kd_s	       Kd_sc	       Kd_ex	metaschoepite	
    0.999952	  3.5405e-03	  1.0000e-09	  5.4448e-03	  1.1327e+01	  3.5387e-03	  2.0219e-06	  2.0219e-06	  2.9945e-18	  5.7137e-01	  5.7137e-01	  8.4621e-13	           0	
    0.999887	  8.0349e-04	  1.0000e-09	  1.8123e-02	  1.2092e+01	  8.0159e-04	  1.9996e-06	  1.9996e-06	  3.0266e-21	  2.4946e+00	  2.4946e+00	  3.7758e-15	           0	
    0.999965	  2.1328e-06	  1.0879e-02	  1.0000e-09	  2.0773e+00	  1.9935e-06	  1.3939e-07	  8.0873e-10	  1.3858e-07	  6.9921e+01	  4.0569e-01	  6.9515e+01	           0	
    0.999948	  2.2528e-05	  1.0000e-09	  1.2841e-02	  1.1976e+01	  2.0547e-05	  1.9830e-06	  1.9830e-06	  2.2449e-22	  9.6510e+01	  9.6510e+01	  1.0926e-14	           0	
     0.99998	  1.6686e-04	  1.0000e-09	  9.0108e-03	  1.1812e+01	  1.6487e-04	  1.9984e-06	  1.9984e-06	  7.3681e-21	  1.2121e+01	  1.2121e+01	  4.4691e-14	           0	
     0.99989	  9.7740e-08	  1.9188e-02	  1.0000e-09	  1.8314e+00	  9.1460e-08	  6.2898e-09	  1.1706e-11	  6.2781e-09	  6.8772e+01	  1.2799e-01	  6.8644e+01	           0	
    0.999891	  6.5200e-04	  1.0000e-09	  1.7961e-02	  1.2095e+01	  6.5007e-04	  1.9995e-06	  1.9995e-06	  2.4148e-21	  3.0758e+00	  3.0758e+00	  3.7147e-15	           0	
     1.00005	  2.3248e-03	  5.5750e-03	  1.0000e-09	  3.1568e+00	  2.2241e-03	  1.0052e-04	  7.1121e-06	  9.3408e-05	  4.5195e+01	  3.1977e+00	  4.1998e+01	           0	
    0.999948	  1.0140e-05	  1.2815e-02	  1.0000e-09	  2.0067e+00	  9.4818e-06	  6.5824e-07	  2.7625e-09	  6.5547e-07	  6.9421e+01	  2.9135e-01	  6.9129e+01	           0	
    0.999986	  5.0882e-08	  1.0000e-09	  8.6480e-03	  1.1806e+01	  3.4511e-09	  4.7431e-08	  4.7431e-08	  1.6252e-25	  1.3744e+04	  1.3744e+04	  4.7092e-14	           0	
     1.00003	  9.1412e-05	  1.0000e-09	  3.5919e-03	  1.1406e+01	  8.9411e-05	  1.9986e-06	  1.9986e-06	  1.0292e-19	  2.2353e+01	  2.2353e+01	  1.1511e-12	           0	
    0.999973	  1.5847e-08	  1.0000e-09	  1.0107e-02	  1.1874e+01	  1.1421e-09	  1.4705e-08	  1.4705e-08	  3.0316e-26	  1.2876e+04	  1.2876e+04	  2.6544e-14	           0	
     1.00004	  4.7482e-06	  1.0000e-09	  2.7766e-03	  1.1306e+01	  2.8126e-06	  1.9355e-06	  1.9355e-06	  6.9940e-21	  6.8814e+02	  6.8814e+02	  2.4866e-12	           0	
     0.99993	  1.1535e-05	  1.0000e-09	  1.4922e-02	  1.2042e+01	  9.5756e-06	  1.9602e-06	  1.9602e-06	  5.8582e-23	  2.0471e+02	  2.0471e+02	  6.1179e-15	           0	
    0.999905	  5.8979e-09	  1.0000e-09	  1.7655e-02	  1.2115e+01	  5.8025e-10	  5.3177e-09	  5.3177e-09	  1.8381e-27	  9.1644e+03	  9.1644e+03	  3.1677e-15	           0	
    0.999931	  1.8300e-08	  1.4631e-02	  1.0000e-09	  1.9486e+00	  1.7115e-08	  1.1871e-09	  3.8026e-12	  1.1833e-09	  6.9361e+01	  2.2218e-01	  6.9139e+01	           0	
    0.999822	  8.5305e-03	  1.0000e-09	  9.8306e-03	  1.1481e+01	  8.5300e-03	  2.0192e-06	  2.0192e-06	  1.7071e-18	  2.3671e-01	  2.3671e-01	  2.0013e-13	           0	
     1.00003	  9.4722e-08	  1.0000e-09	  3.7225e-03	  1.1437e+01	  4.7820e-09	  8.9940e-08	  8.9940e-08	  4.3811e-24	  1.8808e+04	  1.8808e+04	  9.1616e-13	           0	
    0.999945	  4.0057e-08	  1.3108e-02	  1.0000e-09	  1.9962e+00	  3.7453e-08	  2.6062e-09	  1.0404e-11	  2.5958e-09	  6.9585e+01	  2.7779e-01	  6.9307e+01	           0	
    0.999937	  3.1639e-05	  1.0000e-09	  1.4093e-02	  1.2016e+01	  2.9654e-05	  1.9875e-06	  1.9875e-06	  2.2793e-22	  6.7022e+01	  6.7022e+01	  7.6865e-15	           0	
     1.00001	  3.0863e-09	  5.3621e-03	  1.0000e-09	  2.3863e+00	  2.8792e-09	  2.0702e-10	  4.9078e-12	  2.0211e-10	  7.1900e+01	  1.7046e+00	  7.0195e+01	           0	
     0.99997	  3.7395e-05	  1.0000e-09	  1.0360e-02	  1.1882e+01	  3.5405e-05	  1.9913e-06	  1.9913e-06	  8.7437e-22	  5.6243e+01	  5.6243e+01	  2.4696e-14	           0	
    0.999955	  8.0449e-04	  1.0000e-09	  1.0588e-02	  1.1841e+01	  8.0253e-04	  2.0003e-06	  2.0003e-06	  2.7278e-20	  2.4925e+00	  2.4925e+00	  3.3990e-14	           0	
     1.00004	  2.1796e-03	  7.4089e-03	  1.0000e-09	  2.6358e+00	  2.0868e-03	  9.2739e-05	  2.1977e-06	  9.0542e-05	  4.4441e+01	  1.0531e+00	  4.3388e+01	           0	
     1.00001	  2.5476e-08	  1.0000e-09	  6.1743e-03	  1.1659e+01	  1.4774e-09	  2.3999e-08	  2.3999e-08	  2.3351e-25	  1.6244e+04	  1.6244e+04	  1.5805e-13	           0	
     1.00005	  6.7739e-06	  1.5839e-03	  1.0000e-09	  2.9349e+00	  6.2123e-06	  5.6135e-07	  1.2393e-07	  4.3742e-07	  9.0361e+01	  1.9949e+01	  7.0412e+01	           0	
      0.9999	  3.6480e-07	  1.8056e-02	  1.0000e-09	  1.8577e+00	  3.4131e-07	  2.3518e-08	  4.9447e-11	  2.3468e-08	  6.8904e+01	  1.4487e-01	  6.8759e+01	           0	
     1.00003	  1.7856e-05	  1.0000e-09	  3.8263e-03	  1.1446e+01	  1.5869e-05	  1.9873e-06	  1.9873e-06	  1.3499e-20	  1.2524e+02	  1.2524e+02	  8.5064e-13	           0	
     1.00001	  1.6643e-07	  5.6920e-03	  1.0000e-09	  2.3601e+00	  1.5530e-07	  1.1129e-08	  2.3448e-10	  1.0895e-08	  7.1664e+01	  1.5098e+00	  7.0154e+01	           0	
    0.999941	  8.1850e-08	  1.3557e-02	  1.0000e-09	  1.9816e+00	  7.6534e-08	  5.3203e-09	  1.9854e-11	  5.3005e-09	  6.9516e+01	  2.5942e-01	  6.9256e+01	           0	
     1.00006	  4.5315e-09	  1.0000e-09	  1.9452e-04	  1.0033e+01	  1.5982e-10	  4.3717e-09	  4.3717e-09	  3.4831e-21	  2.7353e+04	  2.7353e+04	  2.1793e-08	           0	
    0.999977	  2.3474e-03	  1.0000e-09	  4.9955e-03	  1.1349e+01	  2.3454e-03	  2.0165e-06	  2.0165e-06	  2.1749e-18	  8.5977e-01	  8.5977e-01	  9.2730e-13	           0	
    0.999969	  6.4079e-03	  2.4363e-03	  1.0000e-09	  5.2762e+00	  6.3639e-03	  4.4189e-05	  3.9341e-05	  4.8479e-06	  6.9437e+00	  6.1819e+00	  7.6179e-01	           0	
    0.999929	  4.4382e-09	  1.0000e-09	  1.5006e-02	  1.2045e+01	  3.9546e-10	  4.0428e-09	  4.0428e-09	  2.3575e-27	  1.0223e+04	  1.0223e+04	  5.9615e-15	           0	
    0.999942	  5.6269e-06	  1.3493e-02	  1.0000e-09	  1.9840e+00	  5.2620e-06	  3.6524e-07	  1.3795e-09	  3.6386e-07	  6.9410e+01	  2.6217e-01	  6.9148e+01	           0	
    0.999941	  3.9758e-06	  1.0000e-09	  1.3662e-02	  1.2004e+01	  2.1345e-06	  1.8414e-06	  1.8414e-06	  1.8267e-23	  8.6267e+02	  8.6267e+02	  8.5578e-15	           0	
    0.999931	  3.9236e-04	  1.0000e-09	  1.4041e-02	  1.1996e+01	  3.9039e-04	  1.9992e-06	  1.9992e-06	  3.5431e-21	  5.1210e+00	  5.1210e+00	  9.0759e-15	           0	
    0.999921	  1.0301e-04	  1.0000e-09	  1.5754e-02	  1.2061e+01	  1.0102e-04	  1.9961e-06	  1.9961e-06	  5.1876e-22	  1.9759e+01	  1.9759e+01	  5.1352e-15	           0	
    0.999965	  1.8675e-04	  1.1220e-02	  1.0000e-09	  2.0786e+00	  1.7516e-04	  1.1601e-05	  6.9155e-08	  1.1532e-05	  6.6230e+01	  3.9481e-01	  6.5836e+01	           0	
     1.00006	  5.5820e-05	  1.0000e-09	  2.5039e-04	  1.0068e+01	  5.3603e-05	  2.2132e-06	  2.2132e-06	  5.9528e-16	  4.1289e+01	  4.1289e+01	  1.1105e-08	           0	
    0.999953	  3.4742e-08	  1.2252e-02	  1.0000e-09	  2.0255e+00	  3.2479e-08	  2.2645e-09	  1.0348e-11	  2.2542e-09	  6.9722e+01	  3.1861e-01	  6.9404e+01	           0	
    0.999914	  7.5825e-06	  1.6597e-02	  1.0000e-09	  1.8945e+00	  7.0941e-06	  4.8906e-07	  1.2214e-09	  4.8784e-07	  6.8939e+01	  1.7218e-01	  6.8767e+01	           0	
    0.999965	  1.0491e-03	  1.2959e-02	  1.0000e-09	  2.0786e+00	  9.9579e-04	  5.3375e-05	  3.4126e-07	  5.3033e-05	  5.3600e+01	  3.4270e-01	  5.3257e+01	           0	
     1.00003	  6.8189e-03	  1.6819e-02	  1.0000e-09	  2.6135e+00	  6.6474e-03	  1.7124e-04	  3.2650e-06	  1.6798e-04	  2.5760e+01	  4.9116e-01	  2.5269e+01	           0	
     1.00005	  3.4233e-04	  1.0000e-09	  1.1276e-03	  1.0773e+01	  3.4027e-04	  2.0475e-06	  2.0475e-06	  2.5388e-17	  6.0171e+00	  6.0171e+00	  7.4612e-11	           0	
    0.999961	  3.4542e-09	  1.0000e-09	  1.1497e-02	  1.1930e+01	  2.6479e-10	  3.1894e-09	  3.1894e-09	  4.3481e-27	  1.2045e+04	  1.2045e+04	  1.6421e-14	           0	
     1.00001	  5.6327e-07	  5.9338e-03	  1.0000e-09	  2.3418e+00	  5.2567e-07	  3.7588e-08	  7.2938e-10	  3.6859e-08	  7.1505e+01	  1.3875e+00	  7.0118e+01	           0	
    0.999945	  3.4833e-08	  1.0000e-09	  1.3256e-02	  1.1991e+01	  2.9265e-09	  3.1907e-08	  3.1907e-08	  2.8060e-26	  1.0903e+04	  1.0903e+04	  9.5883e-15	           0	
    0.999997	  3.0592e-09	  1.0000e-09	  7.5339e-03	  1.1746e+01	  1.9081e-10	  2.8684e-09	  2.8684e-09	  1.4815e-26	  1.5033e+04	  1.5033e+04	  7.7645e-14	           0	
     0.99999	  1.2833e-07	  8.1348e-03	  1.0000e-09	  2.2037e+00	  1.1987e-07	  8.4632e-09	  8.7669e-11	  8.3755e-09	  7.0604e+01	  7.3137e-01	  6.9872e+01	           0	
     0.99994	  2.5222e-03	  1.0000e-09	  8.8016e-03	  1.1637e+01	  2.5204e-03	  2.0054e-06	  2.0054e-06	  3.4986e-19	  7.9568e-01	  7.9568e-01	  1.3881e-13	           0	
           1	  9.4325e-09	  6.6470e-03	  1.0000e-09	  2.2920e+00	  8.8060e-09	  6.2654e-10	  9.7032e-12	  6.1683e-10	  7.1149e+01	  1.1019e+00	  7.0047e+01	           0	
    0.999888	  1.0274e-07	  1.9371e-02	  1.0000e-09	  1.8274e+00	  9.6141e-08	  6.6097e-09	  1.2070e-11	  6.5976e-09	  6.8750e+01	  1.2555e-01	  6.8624e+01	           0	
    0.999943	  3.3810e-04	  1.3977e-02	  1.0000e-09	  1.9902e+00	  3.1803e-04	  2.0090e-05	  8.2428e-08	  2.0008e-05	  6.3172e+01	  2.5919e-01	  6.2913e+01	           0	
    0.999923	  6.7758e-04	  1.6921e-02	  1.0000e-09	  1.9223e+00	  6.4063e-04	  3.7000e-05	  1.1843e-07	  3.6881e-05	  5.7755e+01	  1.8486e-01	  5.7570e+01	           0	
    0.999989	  1.7868e-07	  8.1946e-03	  1.0000e-09	  2.2006e+00	  1.6690e-07	  1.1781e-08	  1.2027e-10	  1.1661e-08	  7.0585e+01	  7.2060e-01	  6.9864e+01	           0	
     1.00002	  3.6172e-04	  1.0000e-09	  4.0820e-03	  1.1426e+01	  3.5971e-04	  2.0025e-06	  2.0025e-06	  3.4241e-19	  5.5670e+00	  5.5670e+00	  9.5192e-13	           0	
     1.00004	  5.5143e-09	  2.8628e-03	  1.0000e-09	  2.6640e+00	  5.1219e-09	  3.9230e-10	  3.1382e-11	  3.6092e-10	  7.6594e+01	  6.1270e+00	  7.0467e+01	           0	
    0.999937	  1.8326e-04	  1.0000e-09	  1.3729e-02	  1.1997e+01	  1.8127e-04	  1.9981e-06	  1.9981e-06	  1.6432e-21	  1.1023e+01	  1.1023e+01	  9.0647e-15	           0	
    0.999924	  1.4934e-08	  1.0000e-09	  1.5575e-02	  1.2061e+01	  1.3663e-09	  1.3568e-08	  1.3568e-08	  7.0537e-27	  9.9299e+03	  9.9299e+03	  5.1624e-15	           0	
    0.999983	  6.4153e-07	  8.8538e-03	  1.0000e-09	  2.1669e+00	  5.9935e-07	  4.2191e-08	  3.6918e-10	  4.1822e-08	  7.0394e+01	  6.1597e-01	  6.9778e+01	           0	
    0.999897	  2.1588e-07	  1.8420e-02	  1.0000e-09	  1.8491e+00	  2.0199e-07	  1.3909e-08	  2.8097e-11	  1.3881e-08	  6.8862e+01	  1.3910e-01	  6.8723e+01	           0	
    0.999989	  4.0446e-07	  8.2454e-03	  1.0000e-09	  2.1979e+00	  3.7780e-07	  2.6660e-08	  2.6886e-10	  2.6391e-08	  7.0565e+01	  7.1165e-01	  6.9854e+01	           0	
           1	  2.4223e-05	  1.0000e-09	  7.1086e-03	  1.1719e+01	  2.2235e-05	  1.9885e-06	  1.9885e-06	  2.1629e-21	  8.9433e+01	  8.9433e+01	  9.7278e-14	           0	
     1.00003	  1.4057e-07	  4.0313e-03	  1.0000e-09	  2.5120e+00	  1.3096e-07	  9.6106e-09	  3.9882e-10	  9.2118e-09	  7.3388e+01	  3.0455e+00	  7.0342e+01	           0	
    0.999961	  4.3142e-03	  1.9949e-02	  1.0000e-09	  2.0628e+00	  4.1786e-03	  1.3578e-04	  9.1617e-07	  1.3487e-04	  3.2495e+01	  2.1925e-01	  3.2276e+01	           0	
     1.00001	  5.3981e-09	  1.0000e-09	  6.1981e-03	  1.1661e+01	  3.1071e-10	  5.0874e-09	  5.0874e-09	  4.8444e-26	  1.6373e+04	  1.6373e+04	  1.5591e-13	           0	
    0.999977	  3.6873e-03	  7.7202e-04	  1.0000e-09	  5.7817e+00	  2.1972e-03	  1.4901e-03	  3.6499e-05	  5.0520e-07	  6.7818e+02	  1.6612e+01	  2.2993e-01	  1.4531e-03	
    0.999999	  1.5133e-07	  1.0000e-09	  7.3126e-03	  1.1733e+01	  9.9654e-09	  1.4136e-07	  1.4136e-07	  8.6142e-25	  1.4185e+04	  1.4185e+04	  8.6441e-14	           0	
    0.999928	  1.4816e-09	  1.4997e-02	  1.0000e-09	  1.9379e+00	  1.3857e-09	  9.6041e-11	  2.9281e-13	  9.5748e-11	  6.9310e+01	  2.1131e-01	  6.9099e+01	           0	
           1	  4.5036e-04	  1.0000e-09	  6.0013e-03	  1.1600e+01	  4.4836e-04	  2.0010e-06	  2.0010e-06	  1.1092e-19	  4.4630e+00	  4.4630e+00	  2.4739e-13	           0	
    0.999972	  3.5465e-08	  1.0000e-09	  1.0311e-02	  1.1882e+01	  2.6040e-09	  3.2861e-08	  3.2861e-08	  6.4200e-26	  1.2619e+04	  1.2619e+04	  2.4654e-14	           0	
    0.999976	  1.3841e-03	  1.2371e-02	  1.0000e-09	  2.1324e+00	  1.3180e-03	  6.6153e-05	  5.2375e-07	  6.5629e-05	  5.0192e+01	  3.9738e-01	  4.9795e+01	           0	
    0.999972	  3.1296e-07	  1.0000e-09	  1.0312e-02	  1.1882e+01	  2.6103e-08	  2.8685e-07	  2.8685e-07	  6.4323e-25	  1.0989e+04	  1.0989e+04	  2.4642e-14	           0	
     1.00003	  5.5552e-08	  4.1905e-03	  1.0000e-09	  2.4949e+00	  5.1765e-08	  3.7861e-09	  1.4569e-10	  3.6404e-09	  7.3141e+01	  2.8145e+00	  7.0326e+01	           0	
     1.00004	  1.6942e-04	  1.0000e-09	  2.2755e-03	  1.1178e+01	  1.6741e-04	  2.0040e-06	  2.0040e-06	  1.0380e-18	  1.1971e+01	  1.1971e+01	  6.2005e-12	           0	
     1.00002	  4.2333e-08	  1.0000e-09	  5.2278e-03	  1.1586e+01	  2.3244e-09	  4.0008e-08	  4.0008e-08	  6.5957e-25	  1.7212e+04	  1.7212e+04	  2.8376e-13	           0	
    0.999994	  2.2590e-07	  1.0000e-09	  7.7663e-03	  1.1759e+01	  1.5818e-08	  2.1008e-07	  2.1008e-07	  1.1008e-24	  1.3281e+04	  1.3281e+04	  6.9591e-14	           0	
    0.999958	  1.8447e-03	  1.0000e-09	  8.1608e-03	  1.1638e+01	  1.8427e-03	  2.0043e-06	  2.0043e-06	  2.8048e-19	  1.0877e+00	  1.0877e+00	  1.5221e-13	           0	
     1.00002	  1.0908e-06	  1.0000e-09	  4.6935e-03	  1.1539e+01	  1.0617e-07	  9.8464e-07	  9.8464e-07	  4.3875e-23	  9.2740e+03	  9.2740e+03	  4.1324e-13	           0	
     1.00004	  9.6261e-04	  1.0000e-09	  1.1726e-03	  1.0638e+01	  9.6045e-04	  2.1250e-06	  2.1250e-06	  9.0377e-17	  2.2125e+00	  2.2125e+00	  9.4099e-11	           0	
     1.00001	  7.6019e-06	  1.0000e-09	  6.4286e-03	  1.1676e+01	  5.6448e-06	  1.9571e-06	  1.9571e-06	  7.7727e-22	  3.4672e+02	  3.4672e+02	  1.3770e-13	           0	
    0.999974	  4.4231e-05	  1.0000e-09	  9.9399e-03	  1.1864e+01	  4.2239e-05	  1.9928e-06	  1.9928e-06	  1.2214e-21	  4.7180e+01	  4.7180e+01	  2.8916e-14	           0	
     0.99994	  3.0795e-04	  1.4293e-02	  1.0000e-09	  1.9780e+00	  2.8954e-04	  1.8425e-05	  7.1293e-08	  1.8354e-05	  6.3636e+01	  2.4623e-01	  6.3390e+01	           0	
    0.999999	  1.0532e-03	  1.0000e-09	  5.1905e-03	  1.1466e+01	  1.0512e-03	  2.0061e-06	  2.0061e-06	  6.2554e-19	  1.9084e+00	  1.9084e+00	  5.9509e-13	           0	
    0.999909	  7.4512e-06	  1.0000e-09	  1.7257e-02	  1.2104e+01	  5.5263e-06	  1.9254e-06	  1.9254e-06	  1.9185e-23	  3.4840e+02	  3.4840e+02	  3.4716e-15	           0	
    0.999976	  3.2005e-06	  9.6434e-03	  1.0000e-09	  2.1299e+00	  2.9907e-06	  2.0981e-07	  1.5498e-09	  2.0826e-07	  7.0152e+01	  5.1821e-01	  6.9634e+01	           0	
     0.99991	  6.2853e-04	  1.0000e-09	  1.5835e-02	  1.2039e+01	  6.2659e-04	  1.9996e-06	  1.9996e-06	  3.8639e-21	  3.1912e+00	  3.1912e+00	  6.1665e-15	           0	
    0.999893	  1.0878e-03	  1.0000e-09	  1.6852e-02	  1.2046e+01	  1.0859e-03	  1.9999e-06	  1.9999e-06	  6.1692e-21	  1.8417e+00	  1.8417e+00	  5.6812e-15	           0	
    0.999974	  2.6386e-03	  1.0000e-09	  4.7528e-03	  1.1303e+01	  2.6367e-03	  2.0207e-06	  2.0207e-06	  3.0368e-18	  7.6639e-01	  7.6639e-01	  1.1518e-12	           0	
     1.00001	  1.8553e-03	  1.0000e-09	  2.2840e-03	  1.0931e+01	  1.8532e-03	  2.0629e-06	  2.0629e-06	  2.2640e-17	  1.1131e+00	  1.1131e+00	  1.2217e-11	           0	
     1.00005	  3.4627e-03	  8.2777e-03	  1.0000e-09	  2.9871e+00	  3.3376e-03	  1.2495e-04	  5.6558e-06	  1.1930e-04	  3.7438e+01	  1.6946e+00	  3.5743e+01	           0	
     1.00006	  1.7265e-08	  1.0000e-09	  3.2603e-04	  1.0307e+01	  6.2148e-10	  1.6643e-08	  1.6643e-08	  2.0221e-21	  2.6780e+04	  2.6780e+04	  3.2537e-09	           0	
    0.999962	  1.3490e-08	  1.1167e-02	  1.0000e-09	  2.0658e+00	  1.2609e-08	  8.8154e-10	  4.8491e-12	  8.7669e-10	  6.9911e+01	  3.8456e-01	  6.9527e+01	           0	
     1.00004	  1.0645e-06	  2.7885e-03	  1.0000e-09	  2.6761e+00	  9.8842e-07	  7.6018e-08	  6.3827e-09	  6.9636e-08	  7.6909e+01	  6.4574e+00	  7.0451e+01	           0	
    0.999923	  1.7318e-03	  1.0000e-09	  1.2224e-02	  1.1853e+01	  1.7299e-03	  2.0012e-06	  2.0012e-06	  5.0161e-20	  1.1568e+00	  1.1568e+00	  2.8996e-14	           0	
    0.999978	  3.8407e-03	  1.7074e-02	  1.0000e-09	  2.1436e+00	  3.7128e-03	  1.2796e-04	  1.0675e-06	  1.2690e-04	  3.4465e+01	  2.8753e-01	  3.4178e+01	           0	
     1.00006	  1.4602e-05	  3.7557e-04	  1.0000e-09	  3.6716e+00	  1.1932e-05	  2.6699e-06	  1.8381e-06	  8.3185e-07	  2.2377e+02	  1.5405e+02	  6.9718e+01	           0	
     1.00006	  6.3068e-07	  1.0000e-09	  1.8909e-04	  1.0015e+01	  3.1196e-08	  5.9948e-07	  5.9948e-07	  7.6856e-19	  1.9216e+04	  1.9216e+04	  2.4636e-08	           0	
    0.999949	  1.5018e-07	  1.2599e-02	  1.0000e-09	  2.0134e+00	  1.4041e-07	  9.7813e-09	  4.2271e-11	  9.7390e-09	  6.9663e+01	  3.0106e-01	  6.9362e+01	           0	
     0.99996	  3.3045e-05	  1.0000e-09	  1.1555e-02	  1.1930e+01	  3.1056e-05	  1.9894e-06	  1.9894e-06	  5.0828e-22	  6.4057e+01	  6.4057e+01	  1.6366e-14	           0	
    0.999885	  3.2192e-03	  1.0000e-09	  1.3524e-02	  1.1828e+01	  3.2175e-03	  2.0026e-06	  2.0026e-06	  1.0243e-19	  6.2241e-01	  6.2241e-01	  3.1834e-14	           0	
     1.00002	  3.6051e-07	  1.0000e-09	  5.2355e-03	  1.1587e+01	  2.3119e-08	  3.3739e-07	  3.3739e-07	  6.5282e-24	  1.4593e+04	  1.4593e+04	  2.8237e-13	           0	
     1.00004	  1.4332e-05	  3.0026e-03	  1.0000e-09	  2.6470e+00	  1.3324e-05	  1.0076e-06	  7.3005e-08	  9.3460e-07	  7.5624e+01	  5.4793e+00	  7.0145e+01	           0	
           1	  2.1246e-03	  1.1156e-02	  1.0000e-09	  2.2766e+00	  2.0346e-03	  8.9975e-05	  1.0851e-06	  8.8890e-05	  4.4221e+01	  5.3333e-01	  4.3688e+01	           0	
    0.999939	  1.3862e-09	  1.3739e-02	  1.0000e-09	  1.9759e+00	  1.2962e-09	  9.0071e-11	  3.2725e-13	  8.9743e-11	  6.9490e+01	  2.5248e-01	  6.9238e+01	           0	
    0.999985	  1.6568e-06	  1.0000e-09	  8.8396e-03	  1.1815e+01	  3.0179e-07	  1.3550e-06	  1.3550e-06	  1.3127e-23	  4.4900e+03	  4.4900e+03	  4.3499e-14	           0	
    0.999977	  1.4514e-04	  1.0000e-09	  9.4099e-03	  1.1832e+01	  1.4315e-04	  1.9981e-06	  1.9981e-06	  5.3722e-21	  1.3958e+01	  1.3958e+01	  3.7529e-14	           0	
    0.999999	  2.2431e-08	  1.0000e-09	  7.2493e-03	  1.1729e+01	  1.3877e-09	  2.1043e-08	  2.1043e-08	  1.2375e-25	  1.5164e+04	  1.5164e+04	  8.9181e-14	           0	
    0.999961	  1.0146e-08	  1.1362e-02	  1.0000e-09	  2.0583e+00	  9.4833e-09	  6.6265e-10	  3.5210e-12	  6.5913e-10	  6.9876e+01	  3.7129e-01	  6.9505e+01	           0	
     1.00004	  1.9568e-07	  1.0000e-09	  2.2368e-03	  1.1210e+01	  9.1999e-09	  1.8648e-07	  1.8648e-07	  4.6845e-23	  2.0270e+04	  2.0270e+04	  5.0919e-12	           0	
     1.00003	  4.2277e-03	  1.2557e-02	  1.0000e-09	  2.5053e+00	  4.0915e-03	  1.3609e-04	  2.2412e-06	  1.3385e-04	  3.3263e+01	  5.4777e-01	  3.2715e+01	           0	
    0.999822	  7.8209e-03	  1.0000e-09	  5.5841e-03	  1.1267e+01	  4.9919e-03	  2.8298e-03	  2.0313e-06	  4.9098e-18	  5.6687e+02	  4.0693e-01	  9.8354e-13	  2.8278e-03	
     1.00003	  7.1667e-06	  3.5845e-03	  1.0000e-09	  2.5658e+00	  6.6722e-06	  4.9437e-07	  2.5726e-08	  4.6865e-07	  7.4095e+01	  3.8558e+00	  7.0239e+01	           0	
    0.999892	  7.1596e-09	  1.9033e-02	  1.0000e-09	  1.8350e+00	  6.6994e-09	  4.6087e-10	  8.7182e-13	  4.6000e-10	  6.8792e+01	  1.3013e-01	  6.8662e+01	           0	
    0.999893	  1.1312e-05	  1.0000e-09	  1.8980e-02	  1.2145e+01	  9.3609e-06	  1.9523e-06	  1.9523e-06	  2.2374e-23	  2.0856e+02	  2.0856e+02	  2.3902e-15	           0	
    0.999975	  1.0862e-05	  1.0000e-09	  9.8520e-03	  1.1862e+01	  8.8957e-06	  1.9664e-06	  1.9664e-06	  2.6103e-22	  2.2105e+02	  2.2105e+02	  2.9343e-14	           0	
    0.999932	  3.0274e-04	  1.0000e-09	  1.4063e-02	  1.2001e+01	  3.0076e-04	  1.9989e-06	  1.9989e-06	  2.6116e-21	  6.6460e+00	  6.6460e+00	  8.6832e-15	           0	
    0.999921	  1.3707e-04	  1.6030e-02	  1.0000e-09	  1.9167e+00	  1.2854e-04	  8.5433e-06	  2.4283e-08	  8.5190e-06	  6.6465e+01	  1.8892e-01	  6.6276e+01	           0	
    0.999832	  6.7468e-03	  1.0000e-09	  1.5435e-03	  1.0736e+01	  1.3953e-03	  5.3517e-03	  2.1062e-06	  6.0792e-17	  3.8356e+03	  1.5095e+00	  4.3570e-11	  5.3496e-03	
     1.00005	  2.9273e-05	  1.2402e-03	  1.0000e-09	  3.0655e+00	  2.6701e-05	  2.5698e-06	  7.0278e-07	  1.8670e-06	  9.6243e+01	  2.6320e+01	  6.9923e+01	           0	
     0.99997	  2.3169e-08	  1.0268e-02	  1.0000e-09	  2.1023e+00	  2.1652e-08	  1.5175e-09	  9.8720e-12	  1.5076e-09	  7.0085e+01	  4.5593e-01	  6.9629e+01	           0	
     1.00006	  1.0372e-08	  4.4675e-04	  1.0000e-09	  3.5413e+00	  7.4712e-09	  2.9007e-09	  2.3759e-09	  5.2477e-10	  3.8825e+02	  3.1801e+02	  7.0239e+01	           0	
    0.999995	  4.6714e-09	  1.0000e-09	  7.6904e-03	  1.1755e+01	  2.9423e-10	  4.3771e-09	  4.3771e-09	  2.1213e-26	  1.4877e+04	  1.4877e+04	  7.2095e-14	           0	
    0.999887	  5.1922e-05	  1.9662e-02	  1.0000e-09	  1.8232e+00	  4.8636e-05	  3.2914e-06	  5.9703e-09	  3.2854e-06	  6.7673e+01	  1.2275e-01	  6.7551e+01	           0	
    0.999961	  4.7216e-05	  1.0000e-09	  1.1358e-02	  1.1921e+01	  4.5225e-05	  1.9928e-06	  1.9928e-06	  7.9511e-22	  4.4064e+01	  4.4064e+01	  1.7581e-14	           0	
    0.999991	  9.2241e-09	  1.0000e-09	  8.1255e-03	  1.1779e+01	  5.9676e-10	  8.6274e-09	  8.6274e-09	  3.5254e-26	  1.4457e+04	  1.4457e+04	  5.9077e-14	           0	
